"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Central Asia","Kyrgyzstan","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","83.36","SOURCE: Kyrgyz Republic MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Central and Southern Asia","Kyrgyzstan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","98.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Kyrgyzstan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","98.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Kyrgyzstan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","99.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Kyrgyzstan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","99.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Kyrgyzstan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","99.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Kyrgyzstan","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","99.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Kyrgyzstan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","98.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central Asia","Kyrgyzstan","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","98.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2021","26.65","SOURCE: Cambodia DHS 2021-22. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above."
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","73.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","78.17","SOURCE: Cambodia Living Standards Measurement Study Plus (LSMS+) 2019-20. The survey collected data on school attendance and educational attainment for age 3 and above."
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","21.78","SOURCE: Cambodia Living Standards Measurement Study Plus (LSMS+) 2019-20. The survey collected data on school attendance and educational attainment for age 3 and above."
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","46.19","SOURCE: Cambodia LSMS 2020 (GEMR)."
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","20.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","21.78","SOURCE: Cambodia LSMS 2020 (GEMR)."
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","78.60","SOURCE: Cambodia LSMS 2020 (GEMR)."
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2021","82.32","SOURCE: Cambodia DHS 2021-22. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above."
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","45.87","SOURCE: Cambodia Living Standards Measurement Study Plus (LSMS+) 2019-20. The survey collected data on school attendance and educational attainment for age 3 and above."
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","44.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Cambodia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","56.04","SOURCE: Cambodia DHS 2021-22. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above."
"SDG: Oceania","Kiribati","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","16.73","SOURCE: Kiribati MICS 2019 (GEMR)."
"SDG: Oceania","Kiribati","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","18.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Kiribati","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","16.73","SOURCE: Kiribati MICS 2018-19. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Oceania","Kiribati","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","78.36","SOURCE: Kiribati MICS 2019 (GEMR)."
"SDG: Oceania","Kiribati","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","78.36","SOURCE: Kiribati MICS 2018-19. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Oceania","Kiribati","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","78.90","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Kiribati","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","94.09","SOURCE: Kiribati MICS 2018-19. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Oceania","Kiribati","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","93.40","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Kiribati","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","94.09","SOURCE: Kiribati MICS 2019 (GEMR)."
"SDG: Eastern and South-Eastern Asia","Republic of Korea","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Republic of Korea","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Republic of Korea","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Republic of Korea","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","98.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Republic of Korea","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Republic of Korea","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","98.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Republic of Korea","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","98.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Republic of Korea","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Eastern and South-Eastern Asia","Republic of Korea","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Liberia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","28.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Liberia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","20.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Liberia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","19.42","SOURCE: Liberia DHS 2019-20. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Liberia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","28.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Liberia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","12.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Liberia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","27.35","SOURCE: Liberia DHS 2019-20. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Liberia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","21.20","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Liberia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","30.53","SOURCE: Liberia DHS 2019-20. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Liberia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","13.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Lesotho","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","21.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Lesotho","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","76.40","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Lesotho","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","44.33","SOURCE: Lesotho MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Lesotho","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","78.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Lesotho","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","36.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Lesotho","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","79.89","SOURCE: Lesotho MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Lesotho","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","35.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Lesotho","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","22.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Lesotho","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","31.87","SOURCE: Lesotho MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","90.85","SOURCE: Lithuania EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2021","91.35","SOURCE: Lithuania EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","94.94","SOURCE: Lithuania EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","98.80","SOURCE: Lithuania EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","94.75","SOURCE: Lithuania EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","99.07","SOURCE: Lithuania EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","99.09","SOURCE: Lithuania EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Lithuania","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","99.06","SOURCE: Lithuania EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","79.11","SOURCE: Luxembourg EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","96.52","SOURCE: Luxembourg EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2021","78.79","SOURCE: Luxembourg EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","79.74","SOURCE: Luxembourg EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","93.80","SOURCE: Luxembourg EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","92.30","SOURCE: Luxembourg EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","78.55","SOURCE: Luxembourg EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Luxembourg","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","94.07","SOURCE: Luxembourg EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","91.03","SOURCE: Latvia EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","98.53","SOURCE: Latvia EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","86.26","SOURCE: Latvia EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","99.42","SOURCE: Latvia EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","90.30","SOURCE: Latvia EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","98.97","SOURCE: Latvia EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2021","90.70","SOURCE: Latvia EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","99.06","SOURCE: Latvia EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Latvia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Madagascar","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","26.50","SOURCE: Madagascar MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Madagascar","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","11.10","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Madagascar","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","29.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Madagascar","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","15.30","SOURCE: Madagascar MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Madagascar","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","23.46","SOURCE: Madagascar DHS 2021. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Madagascar","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","11.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Madagascar","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","51.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Madagascar","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","55.91","SOURCE: Madagascar MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Madagascar","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2021","49.68","SOURCE: Madagascar DHS 2021. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Madagascar","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","52.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Madagascar","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2021","14.04","SOURCE: Madagascar DHS 2021. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Madagascar","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","30.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Maldives","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","98.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Maldives","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","33.90","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Maldives","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","31.40","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Maldives","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","91.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Maldives","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","94.10","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Maldives","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","93.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Maldives","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","98.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Maldives","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","32.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Central and Southern Asia","Maldives","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","98.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Latin America and the Caribbean","Mexico","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","90.33","SOURCE: ECLAC based on Encuesta Nacional de Ingresos y Gastos de los Hogares  ENIGH  Nueva serie, Nacional, Ago - Nov."
"SDG: Latin America and the Caribbean","Mexico","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","58.73","SOURCE: ECLAC based on Encuesta Nacional de Ingresos y Gastos de los Hogares  ENIGH  Nueva serie, Nacional, Ago - Nov."
"SDG: Latin America and the Caribbean","Mexico","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","88.56","SOURCE: ECLAC based on Encuesta Nacional de Ingresos y Gastos de los Hogares  ENIGH  Nueva serie, Nacional, Ago - Nov."
"SDG: Latin America and the Caribbean","Mexico","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","57.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Latin America and the Caribbean","Mexico","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","61.50","SOURCE: ECLAC based on Encuesta Nacional de Ingresos y Gastos de los Hogares  ENIGH  Nueva serie, Nacional, Ago - Nov."
"SDG: Latin America and the Caribbean","Mexico","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","97.90","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Latin America and the Caribbean","Mexico","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","89.10","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Latin America and the Caribbean","Mexico","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","97.96","SOURCE: ECLAC based on Encuesta Nacional de Ingresos y Gastos de los Hogares  ENIGH  Nueva serie, Nacional, Ago - Nov."
"SDG: Latin America and the Caribbean","Mexico","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","97.88","SOURCE: ECLAC based on Encuesta Nacional de Ingresos y Gastos de los Hogares  ENIGH  Nueva serie, Nacional, Ago - Nov."
"SDG: Europe and Northern America","North Macedonia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","98.28","SOURCE: North Macedonia MICS 2019 (GEMR)."
"SDG: Europe and Northern America","North Macedonia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","99.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","North Macedonia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","83.01","SOURCE: North Macedonia MICS 2019 (GEMR)."
"SDG: Europe and Northern America","North Macedonia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","93.98","SOURCE: North Macedonia MICS 2019 (GEMR)."
"SDG: Europe and Northern America","North Macedonia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","98.28","SOURCE: North Macedonia MICS 2018-19. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Europe and Northern America","North Macedonia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","97.10","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","North Macedonia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","93.98","SOURCE: North Macedonia MICS 2018-19. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Europe and Northern America","North Macedonia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","81.90","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","North Macedonia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","83.01","SOURCE: North Macedonia MICS 2018-19. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Mali","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","47.17","SOURCE: Mali DHS 2018. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Mali","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","7.51","SOURCE: Mali EMOP 2020 (GEMR)."
"SDG: Sub-Saharan Africa","Mali","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","51.40","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Mali","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","10.40","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Mali","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","25.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Mali","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","46.37","SOURCE: Mali EMOP 2020 (GEMR)."
"SDG: Sub-Saharan Africa","Mali","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","27.28","SOURCE: Mali DHS 2018. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
